#Table1
w1mpro,w2mpro,w3mpro,w1_w2_color,w2_w3_color,oiii_hbeta_ratio,nii_halpha_ratio,class,subclass
10.532,10.499,8.688,0.03299999,1.811,2.488328,1.599099,GALAXY,AGN
12.61,12.438,8.692,0.1719999,3.745999,2.604454,0.1084493,GALAXY,STARBURST
10.256,10.293,8.697,-0.03700066,1.596001,1.935407,1.341984,GALAXY,
11.543,11.562,8.706,-0.01900005,2.856,1.579496,1.401659,GALAXY,AGN
11.953,11.912,8.709,0.04100037,3.203,0.3569378,0.5999846,GALAXY,STARFORMING
11.432,11.525,10.249,-0.09299946,1.276,1.494119,1.583447,GALAXY,AGN
11.582,11.641,10.971,-0.05900002,0.6700001,1.573858,1.329787,GALAXY,BROADLINE
11.837,11.872,10.972,-0.03499985,0.8999996,2.668044,0.7826065,GALAXY,AGN BROADLINE
10.443,10.5,8.149,-0.05700016,2.351,3.226086,0.7638581,GALAXY,
9.959,9.985,8.161,-0.02600002,1.823999,0.9790254,1.174658,GALAXY,BROADLINE
12.511,12.358,8.163,0.1529999,4.195,0.2043225,0.4429933,GALAXY,STARBURST
11.883,11.564,8.165,0.3190002,3.399,3.846583,1.058107,GALAXY,AGN
11.744,11.702,8.17,0.04200077,3.532,0.7996747,0.3066801,GALAXY,STARFORMING
9.682,9.723,8.172,-0.04099941,1.551,0.878037,1.241781,GALAXY,AGN BROADLINE
12.146,12.032,8.179,0.1140003,3.853,0.1986839,0.423444,GALAXY,STARFORMING
11.903,11.847,8.182,0.05599976,3.665,0.4353859,0.3095876,GALAXY,STARFORMING
12.185,12.047,8.203,0.1380005,3.844,1.492166,0.2010334,GALAXY,STARBURST
12.392,12.203,8.215,0.1890001,3.988,2.555354,0.1037941,GALAXY,STARBURST
11.487,11.477,8.221,0.01000023,3.256001,0.8776336,1.074726,GALAXY,AGN
14.488,14.149,10.2,0.3389997,3.949,2.664357,0.113935,GALAXY,STARBURST
13.611,13.47,12.108,0.1409998,1.362,1.156704,0.78398,GALAXY,AGN
11.318,11.304,8.299,0.01399994,3.005,1.785826,1.227509,GALAXY,
12.44,12.28,8.304,0.1599998,3.976,0.3026462,0.4220255,GALAXY,STARFORMING
11.3,11.3,8.305,0,2.995,0.2563244,0.472749,GALAXY,STARFORMING BROADLINE
12.154,11.987,8.307,0.1669998,3.68,1.617287,0.7167886,GALAXY,STARFORMING
11.669,11.651,8.313,0.01799965,3.338,1.501017,0.1662467,GALAXY,STARBURST
12.493,12.303,8.317,0.1899996,3.986,0.8672007,0.255358,GALAXY,STARBURST
11.102,11.09,8.325,0.01200008,2.765,0.4076237,0.4707174,GALAXY,STARFORMING
11.51,11.47,8.325,0.03999996,3.145,0.4025146,0.5969052,GALAXY,STARFORMING
10.901,10.911,8.329,-0.01000023,2.582,1.991725,1.971665,GALAXY,AGN BROADLINE
13.093,12.803,8.329,0.29,4.474,0.1702794,0.7453129,GALAXY,STARBURST
12.057,12.009,8.334,0.04800034,3.675,0.8794426,0.3240025,GALAXY,STARBURST
10.607,10.59,8.338,0.0170002,2.252,1.294201,1.285238,GALAXY,BROADLINE
10.544,10.569,8.338,-0.02500057,2.231,1.45619,1.334462,GALAXY,BROADLINE
12.672,12.444,8.344,0.2279997,4.1,0.1680322,0.4409137,GALAXY,STARBURST
11.242,11.344,10.411,-0.1020002,0.9329996,1.67113,0.9282908,GALAXY,BROADLINE
11.555,11.652,10.411,-0.09700012,1.241,0.9754767,0.9987941,GALAXY,AGN BROADLINE
11.761,11.814,10.418,-0.05300045,1.396,3.442204,1.83973,GALAXY,
11.129,11.205,10.418,-0.07600021,0.7869997,1.274828,0.8645662,GALAXY,AGN BROADLINE
12.727,12.596,11.021,0.1310005,1.575,1.524305,1.063921,GALAXY,BROADLINE
11.874,11.963,11.021,-0.0890007,0.9420004,1.637909,1.246879,GALAXY,BROADLINE
12.499,12.545,11.022,-0.04600048,1.523,0.9521188,1.347215,GALAXY,BROADLINE
11.59,11.746,11.475,-0.1560001,0.2709999,1.007699,0.6707839,GALAXY,BROADLINE
