# metal tau age EBVgal Tdust fracPAH incl EBVbbb GA SB TO BB logMstar SFR_opt LIR(8-1000) Lbb(0.1-1) Lbbdered(0.1-1) Lga(01-1) AGNfrac(0.1-1) Ltor(1-30) LAGN(0.1-30) AGNfrac(8-1000) Lgal(0.4-0.5) Lbbb(0.4-0.5) AGNfrac(0.4-0.5) Ltor(6) Lsb(1-30) SFR_IR log_like logz
1.6906 9.9691 8.9105 0.7078 24.9050 0.0211 10.5139 0.0023 7.7594 6.5951 6.8469 4.5595 10.9317 27.7767 43.9937 44.8752 44.8822 43.8155 0.9198 44.5469 45.0539 0.6839 42.7347 43.6729 0.8966 44.1267 42.9758 3.8239 -330.6158 -367.9254
1.9596 4.1910 8.8538 0.7697 24.5630 0.0214 2.8637 0.0064 7.7721 6.6146 6.8625 4.5594 10.5908 69.1402 43.9511 44.8273 44.9020 43.8443 0.9058 44.5840 45.0359 0.7221 42.8555 43.6698 0.8670 44.1637 42.8931 3.4666 -342.4212 -371.6329
1.8643 13.0961 7.1466 0.7710 24.2345 0.0143 2.1263 0.0111 6.8876 6.6040 6.8698 4.5484 10.3934 114.5584 44.0464 44.8254 44.8583 43.9162 0.8903 44.5297 45.0151 0.6481 42.9783 43.6404 0.8212 44.1094 42.8538 4.3171 -331.6445 -367.8546
1.7288 6.9604 8.4819 0.6804 24.1896 0.0117 2.7908 0.0052 7.4801 6.6424 6.8682 4.5449 10.3381 153.8517 44.0217 44.7995 44.9366 43.7756 0.9135 44.5232 44.9985 0.6593 42.7360 43.6821 0.8983 44.1032 43.2445 4.0783 -331.3420 -368.8008
1.7686 12.8802 9.2163 0.7686 24.8508 0.0070 3.2378 0.0149 7.8748 6.5817 6.8770 4.5733 10.4524 72.7804 43.9915 44.8643 44.8777 43.8064 0.9195 44.5613 45.0512 0.6937 42.6282 43.6663 0.9161 44.1413 42.6283 3.8046 -340.8671 -368.0386
1.8936 4.0814 9.0900 0.7536 24.7660 0.0044 0.5624 0.0048 7.8327 6.6244 6.8582 4.5564 10.5904 69.0758 43.9840 44.8569 44.8571 43.8344 0.9133 44.5374 45.0381 0.6840 42.8341 43.6501 0.8675 44.1172 42.7658 3.7395 -332.2361 -367.8602
1.6808 1.6589 8.8939 0.7394 24.0951 0.0076 14.2654 0.0159 7.7801 6.6280 6.8994 4.5499 10.7433 47.4059 44.0088 44.8391 44.8667 43.8230 0.9121 44.5344 45.0257 0.6700 42.8243 43.6505 0.8702 44.1142 42.9858 3.9592 -329.3859 -370.6661
1.5916 3.5394 8.8333 0.7636 24.2330 0.0207 2.8546 0.0025 7.7529 6.6364 6.8786 4.5422 9.7419 425.2660 43.9797 44.8381 44.8443 43.9680 0.8812 44.5229 45.0209 0.6805 43.0367 43.6353 0.7987 44.1029 42.6994 3.7026 -334.8717 -367.8124
1.2338 3.7816 9.4055 0.7872 24.2820 0.0453 14.8475 0.0213 8.1232 6.6110 6.8262 4.5790 10.5503 91.1782 44.0635 44.8604 44.8949 43.7774 0.9237 44.5326 45.0399 0.6406 42.6355 43.6765 0.9166 44.1123 43.2798 4.4904 -337.6261 -371.4421
1.7980 8.6534 11.5221 0.7445 25.2797 0.0131 1.3810 0.0127 8.4316 6.5638 6.8592 4.5983 10.9231 16.5773 44.0494 44.8508 44.8594 43.8287 0.9132 44.5161 45.0275 0.6393 42.7942 43.6496 0.8776 44.0958 43.2899 4.3476 -331.6829 -373.7722
1.1664 1.2416 9.2498 0.7982 23.0985 0.0174 11.5462 0.0280 8.0757 6.6766 6.8073 4.6066 10.4426 140.4805 44.0214 44.8468 44.8589 43.9081 0.8967 44.5206 45.0263 0.6564 42.9605 43.6480 0.8296 44.1003 43.1482 4.0760 -332.1567 -369.0679
