logz logzerr logvol nlive logl logwt insert_order
-5.633068581759721041e+06 5.404305561059948523e+05 -2.750000000000001887e-01 4.000000000000000000e+02 -5.570312088612167165e+06 -5.570318356326454319e+06 1.235000000000000098e+00
-5.570318356326454319e+06 5.666101993754680734e+05 -2.775000000000001910e-01 4.000000000000000000e+02 -5.555636737776490860e+06 -5.555643007990777493e+06 1.700000000000000122e-01
-5.555643007990777493e+06 5.649360372364659561e+05 -2.800000000000001932e-01 4.000000000000000000e+02 -5.463055745583373122e+06 -5.463062018297660165e+06 9.849999999999999867e-01
-5.463062018297660165e+06 4.364317207273908571e+04 -2.825000000000001954e-01 4.000000000000000000e+02 -5.197176890574848279e+06 -5.197183165789134800e+06 2.000000000000000111e-01
-5.197183165789134800e+06 7.348560354598193953e+04 -2.850000000000001976e-01 4.000000000000000000e+02 -5.105343577620809898e+06 -5.105349855335096829e+06 3.049999999999999933e-01
-5.105349855335096829e+06 9.993558849368488882e+04 -2.875000000000001998e-01 4.000000000000000000e+02 -4.334174853382862173e+06 -4.334181133597148582e+06 4.249999999999999889e-01
-4.334181133597148582e+06 3.635330163706095773e+05 -2.900000000000002021e-01 4.000000000000000000e+02 -4.300149507356156595e+06 -4.300155790070443414e+06 1.534999999999999920e+00
-4.300155790070443414e+06 3.440290714553967118e+05 -2.925000000000002043e-01 4.000000000000000000e+02 -4.206983471637171693e+06 -4.206989756851457991e+06 1.700000000000000122e-01
-4.206989756851457991e+06 5.285916338550298678e+04 -2.950000000000002065e-01 4.000000000000000000e+02 -3.877264893003181089e+06 -3.877271180717467796e+06 5.000000000000000104e-03
-3.877271180717467796e+06 1.638961292302306683e+05 -2.975000000000002087e-01 4.000000000000000000e+02 -3.655968906012604013e+06 -3.655975196226890665e+06 2.200000000000000011e-01
-3.655975196226890665e+06 1.987537673303941556e+05 -3.000000000000002109e-01 4.000000000000000000e+02 -3.473931132620112970e+06 -3.473937425334399566e+06 7.800000000000000266e-01
-3.473937425334399566e+06 1.702527326791682572e+05 -3.025000000000002132e-01 4.000000000000000000e+02 -3.299376781453099567e+06 -3.299383076667386107e+06 5.999999999999999778e-01
-3.299383076667386107e+06 1.643782869616147655e+05 -3.050000000000002154e-01 4.000000000000000000e+02 -2.957759171864848584e+06 -2.957765469579135068e+06 1.790000000000000036e+00
-2.957765469579135068e+06 2.490312565752872324e+05 -3.075000000000002176e-01 4.000000000000000000e+02 -2.772908119414994959e+06 -2.772914419629281852e+06 1.465000000000000080e+00
-2.772914419629281852e+06 2.480389898278512992e+05 -3.100000000000002198e-01 4.000000000000000000e+02 -2.609984919380512554e+06 -2.609991222094799392e+06 4.849999999999999867e-01
-2.609991222094799392e+06 7.054801124229303969e+04 -3.125000000000002220e-01 4.000000000000000000e+02 -2.523931464847720228e+06 -2.523937770062007010e+06 1.929999999999999938e+00
-2.523937770062007010e+06 7.073510880506562535e+04 -3.150000000000002243e-01 4.000000000000000000e+02 -1.980715591026672162e+06 -1.980721898740958888e+06 1.929999999999999938e+00
-1.980721898740958888e+06 2.352196269301231659e+05 -3.175000000000002265e-01 4.000000000000000000e+02 -1.890299724230966996e+06 -1.890306034445253666e+06 1.995000000000000107e+00
-1.890306034445253666e+06 1.711814703252553591e+05 -3.200000000000002287e-01 4.000000000000000000e+02 -1.318509776117487345e+06 -1.318516088831773959e+06 1.419999999999999929e+00
-1.318516088831773959e+06 3.101506712294544559e+05 -3.225000000000002309e-01 4.000000000000000000e+02 -1.287903276045274455e+06 -1.287909591259561246e+06 1.340000000000000080e+00
-1.287909591259561246e+06 2.972553913859800668e+05 -3.250000000000002331e-01 4.000000000000000000e+02 -1.248847158035971457e+06 -1.248853475750258192e+06 3.750000000000000000e-01
-1.248853475750258192e+06 2.710578110918722814e+04 -3.275000000000002354e-01 4.000000000000000000e+02 -1.079927769831984537e+06 -1.079934090046271216e+06 7.399999999999999911e-01
-1.079934090046271216e+06 6.295264406686983421e+04 -3.300000000000002376e-01 4.000000000000000000e+02 -9.850312798249367625e+05 -9.850376025392235024e+05 1.379999999999999893e+00
-9.850376025392235024e+05 6.734975783225490886e+04 -3.325000000000002398e-01 4.000000000000000000e+02 -9.791255776639704127e+05 -9.791319028782570967e+05 1.889999999999999902e+00
-9.791319028782570967e+05 7.835057247162466228e+04 -3.350000000000002420e-01 4.000000000000000000e+02 -9.283264094072423177e+05 -9.283327371215290623e+05 6.899999999999999467e-01
-9.283327371215290623e+05 6.563209064257539285e+04 -3.375000000000002442e-01 4.000000000000000000e+02 -8.532497488110364648e+05 -8.532560790253231535e+05 9.949999999999999956e-01
-8.532560790253231535e+05 9.672495897405527649e+04 -3.400000000000002465e-01 4.000000000000000000e+02 -8.056957181301831733e+05 -8.057020508444699226e+05 8.100000000000000533e-01
-8.057020508444699226e+05 7.500158786202817282e+04 -3.425000000000002487e-01 4.000000000000000000e+02 -7.770059892142484896e+05 -7.770123244285351830e+05 5.500000000000000444e-01
-7.770123244285351830e+05 3.013783746938212062e+04 -3.450000000000002509e-01 4.000000000000000000e+02 -7.484110936057264917e+05 -7.484174313200131292e+05 3.200000000000000067e-01
-7.484174313200131292e+05 3.977856784493489249e+04 -3.475000000000002531e-01 4.000000000000000000e+02 -6.800689221861013211e+05 -6.800752624003880192e+05 1.975000000000000089e+00
-6.800752624003880192e+05 4.412641833128119470e+04 -3.500000000000002554e-01 4.000000000000000000e+02 -5.435760114789489890e+05 -5.435823541932356311e+05 1.219999999999999973e+00
-5.435823541932356311e+05 9.114210071105876705e+04 -3.525000000000002576e-01 4.000000000000000000e+02 -5.123186310470636818e+05 -5.123249762613503844e+05 1.129999999999999893e+00
-5.123249762613503844e+05 4.638311606784728792e+04 -3.550000000000002598e-01 4.000000000000000000e+02 -4.865929937977674999e+05 -4.865993415120542049e+05 1.094999999999999973e+00
-4.865993415120542049e+05 1.113980962828782503e+04 -3.575000000000002620e-01 4.000000000000000000e+02 -3.924084327601779951e+05 -3.924147829744647024e+05 1.100000000000000006e-01
-3.924147829744647024e+05 5.209029146811977989e+04 -3.600000000000002642e-01 4.000000000000000000e+02 -3.776862045709153172e+05 -3.776925572852020268e+05 1.199999999999999956e+00
-3.776925572852020268e+05 5.010574427130981348e+04 -3.625000000000002665e-01 4.000000000000000000e+02 -3.776825788912183489e+05 -3.776889341055050609e+05 1.705000000000000071e+00
-3.776889077580177109e+05 4.568491059336148464e+04 -3.650000000000002687e-01 4.000000000000000000e+02 -3.582112000934985699e+05 -3.582175578077852842e+05 2.899999999999999800e-01
-3.582175578077852842e+05 4.223155654564282304e+04 -3.675000000000002709e-01 4.000000000000000000e+02 -3.512044807942574262e+05 -3.512108410085441428e+05 4.550000000000000155e-01
-3.512108410085441428e+05 7.398378275021142144e+03 -3.700000000000002731e-01 4.000000000000000000e+02 -3.327447452076384216e+05 -3.327511079219251405e+05 1.689999999999999947e+00
-3.327511079219251405e+05 1.336272448919669660e+04 -3.725000000000002753e-01 4.000000000000000000e+02 -3.207475172945600934e+05 -3.207538825088467565e+05 4.450000000000000067e-01
-3.207538825088467565e+05 1.637547411286302486e+04 -3.750000000000002776e-01 4.000000000000000000e+02 -3.005214065813589259e+05 -3.005277742956455913e+05 6.550000000000000266e-01
-3.005277742956455913e+05 2.200317965371577884e+04 -3.775000000000002798e-01 4.000000000000000000e+02 -1.569071659247887437e+05 -1.569135361390754406e+05 1.540000000000000036e+00
-1.569135361390754406e+05 7.671743745066950214e+04 -3.800000000000002820e-01 4.000000000000000000e+02 -1.493589057217077352e+05 -1.493652784359944344e+05 1.250000000000000000e-01
-1.493652784359944344e+05 7.297766814786664327e+04 -3.825000000000002842e-01 4.000000000000000000e+02 -1.479433329973369837e+05 -1.479497082116236852e+05 5.899999999999999689e-01
-1.479497082116236852e+05 4.177410642691839894e+04 -3.850000000000002864e-01 4.000000000000000000e+02 -1.367425294745436113e+05 -1.367489071888303151e+05 7.500000000000000000e-01
-1.367489071888303151e+05 4.174958329788256378e+03 -3.875000000000002887e-01 4.000000000000000000e+02 -1.365140879337350489e+05 -1.365204681480217259e+05 1.909999999999999920e+00
-1.365204681480217259e+05 9.850812379606426816e+01 -3.900000000000002909e-01 4.000000000000000000e+02 -1.333037059140587808e+05 -1.333100886283454602e+05 1.729999999999999982e+00
-1.333100886283454602e+05 1.390982867410491735e+03 -3.925000000000002931e-01 4.000000000000000000e+02 -1.272230416938829294e+05 -1.272294269081696257e+05 2.349999999999999867e-01
