#Table1
sii_6717_flux,sii_6731_flux,nii_6584_flux,oi_6300_flux,oiii_5007_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw,nii_6584_eqw,oiii_sigma,w1mpro,w2mpro,w3mpro,z,class,subclass,bestobjid
91.41142,66.52893,235.3068,15.05726,19.94722,593.6788,131.7591,-36.49847,-14.19036,107.1007,13.534,13.268,9.268,0.07827859,GALAXY,STARFORMING,1237648702978588825
126.2501,87.97122,109.319,76.96391,39.35074,227.7413,48.2784,-16.44255,-7.773589,184.2216,13.937,13.695,11.789,0.1494276,GALAXY,STARFORMING,1237648720170582233
79.58049,51.34727,148.7449,10.69355,20.44717,411.8775,93.73122,-44.40767,-16.036,72.05899,14.601,14.27,10.208,0.07902597,GALAXY,STARBURST,1237648704052330764
34.70077,22.92582,25.8825,6.899771,29.38144,116.541,29.90467,-18.73101,-4.327488,39.70078,14.013,13.93,10.742,0.02445626,GALAXY,STARFORMING,1237674601605038244
71.37262,59.68212,215.0833,13.62095,26.03916,459.6711,107.8629,-24.21253,-11.48001,82.23052,13.548,13.367,9.855,0.0821012,GALAXY,STARFORMING,1237674601604776141
100.7953,63.4146,129.8503,20.40313,143.9864,516.6424,131.766,-50.31824,-14.4313,47.3343,15.071,14.512,10.549,0.1846554,GALAXY,STARBURST,1237648721244324052
67.81006,44.51536,43.79912,11.59342,342.0845,471.6093,149.4062,-65.27925,-5.825423,41.93269,15.206,14.862,11.789,0.02511235,GALAXY,STARBURST,1237674603215257765
30.98998,22.77547,61.02499,5.899149,14.0334,165.6211,43.18741,-9.441148,-3.479399,43.92248,13.225,13.029,9.366,0.04302335,GALAXY,STARFORMING,1237648705662943350
68.46236,48.50405,108.6708,9.230865,36.7137,371.1762,93.9187,-93.9691,-31.27867,47.57393,,,,0.04308878,GALAXY,STARBURST,1237648722318000342
39.59293,30.43442,62.11842,5.350965,20.69946,169.6923,43.73674,-20.37967,-7.147904,68.52127,14.886,14.539,11.341,0.07379961,GALAXY,STARFORMING,1237674602141384859
23.25833,13.70485,93.29239,11.65235,13.62906,192.0076,46.5402,-7.973586,-3.879347,89.38448,12.783,12.742,9.46,0.04298847,GALAXY,STARFORMING,1237674602678386832
147.8958,99.51489,222.3708,20.57615,119.7134,794.4706,215.3402,-75.3267,-21.13145,63.44122,14.554,14.209,10.242,0.08203767,GALAXY,STARBURST,1237648705125810553
59.18538,55.54319,110.7487,16.15504,62.76955,385.7942,90.7639,-45.54567,-13.48102,88.31648,14.795,14.446,10.655,0.1311191,GALAXY,STARBURST,1237648704589070531
62.97053,51.46268,151.6392,10.67161,18.85904,392.157,67.71658,-31.75489,-11.39654,114.1791,13.766,13.41,9.563,0.1241801,GALAXY,STARFORMING,1237648722855067821
95.77202,68.52521,76.2384,20.20594,233.0069,479.2994,137.491,-67.08688,-11.02143,58.16444,,,,0.06956124,GALAXY,STARBURST,1237674603215323376
151.2825,109.2469,409.8623,30.8704,55.16906,906.6846,221.1101,-24.56288,-11.35518,59.92282,12.99,12.897,9.422,0.03156494,GALAXY,STARFORMING,1237674603215323186
50.89136,32.12528,37.08167,10.8923,83.39232,210.3647,54.3737,-22.7508,-3.905099,67.9193,14.421,14.218,10.778,0.04480792,GALAXY,STARFORMING,1237648705126203540
59.98812,45.20329,217.2419,15.86397,23.2135,607.0565,113.6809,-10.4863,-3.814799,90.51344,11.633,11.55,8.068,0.02539324,GALAXY,STARFORMING,1237674602141843527
42.18078,30.83793,91.06435,6.44734,10.21009,213.9998,53.14604,-12.98792,-5.765014,21.02739,13.376,13.254,9.793,0.04673614,GALAXY,STARFORMING,1237648704589267165
18.28759,11.69341,12.10026,4.213687,18.51894,69.91991,17.5265,-11.75316,-2.144864,47.52279,,,,0.04764469,GALAXY,STARFORMING,1237648705663140008
70.006,56.41374,46.55041,11.64795,270.1492,433.8817,131.0388,-79.09492,-8.988269,42.92896,15.145,14.874,12.061,0.02485443,GALAXY,STARBURST,1237674603215388855
89.25713,59.89848,199.8847,32.39687,122.1315,465.1489,80.26649,-70.90679,-27.53409,119.0098,12.463,10.677,6.526,0.2363129,GALAXY,STARBURST,1237674603752325265
436.1979,330.9748,762.5106,69.31586,431.6139,2549.184,569.4013,-101.8876,-30.21103,86.08827,13.497,13.175,8.885,0.05364503,GALAXY,STARBURST,1237648721781391432
22.56688,19.13164,28.38585,6.456976,29.37756,122.2374,33.07521,-53.58278,-18.31796,50.98304,17.022,16.447,12.529,0.1120664,GALAXY,STARBURST,1237648721244520889
61.85627,42.74194,144.7997,11.2966,19.79487,380.4372,89.40228,-25.04161,-9.310516,64.15643,13.871,13.698,9.977,0.07684872,GALAXY,STARFORMING,1237648705126269198
65.86752,50.82038,144.2021,9.936424,31.52539,381.0691,94.82645,-33.52484,-12.84845,89.58602,14.604,14.503,10.683,0.07530425,GALAXY,STARFORMING,1237648704589398221
12.39219,11.31923,4.243525,4.304974,25.57902,55.87017,16.00248,-17.37626,-0.8786976,30.6033,16.291,16.23,12.751,0.02491612,GALAXY,STARFORMING,1237674602678845795
57.35641,47.11108,184.0289,10.14265,16.77301,404.5099,75.19318,-25.29169,-11.78567,141.8763,14.07,13.744,10.039,0.1124326,GALAXY,STARFORMING,1237648704589398080
144.0073,106.2528,178.3753,22.07467,289.3214,868.3307,238.408,-120.5185,-18.29037,114.532,14.786,14.274,10.458,0.1768676,GALAXY,STARBURST,1237674603752390990
60.72684,43.9721,44.30455,8.663155,128.9967,279.3958,88.69885,-43.44436,-7.273824,43.85903,15.306,15.11,11.531,0.03467643,GALAXY,STARBURST,1237674603752390908
20.97148,18.99837,29.98233,4.057323,11.74823,98.29921,23.56999,-18.55299,-5.46423,89.05018,15.159,15.013,11.638,0.07658694,GALAXY,STARFORMING,1237648705126465709
53.38586,34.2612,101.1787,6.719679,18.39126,315.0435,75.32437,-51.57433,-16.81087,62.25071,15.091,14.673,10.74,0.1133821,GALAXY,STARBURST,1237648721781588157
27.27493,16.87261,17.35758,5.270659,20.12257,79.89893,17.8152,-15.86732,-3.424272,62.97847,14.942,14.762,11.691,0.02552348,GALAXY,STARFORMING,1237648704589594868
79.74383,59.54745,146.9065,11.15937,46.76633,441.3972,110.2622,-36.76424,-12.04415,73.23033,14.307,13.999,10.147,0.08538663,GALAXY,STARBURST,1237648704589594872
148.6119,103.845,323.1086,29.09144,73.81249,813.0693,153.7489,-58.80038,-23.79458,93.90607,13.384,12.995,8.688,0.08554212,GALAXY,STARBURST,1237648704589594883
87.12846,62.22379,65.72466,15.52038,208.0385,455.3023,124.2571,-50.36876,-7.047869,44.76601,15.205,14.952,11.737,0.05313177,GALAXY,STARBURST,1237648704589660398
86.50961,62.83384,191.7436,32.22863,23.33109,344.062,45.26587,-25.66961,-14.11573,87.54707,13.011,12.534,8.246,0.05409697,GALAXY,STARFORMING,1237648704589791385
95.82484,61.05184,73.049,17.93701,141.9031,421.8702,123.8193,-41.70171,-6.817775,52.69908,14.893,14.81,11.862,0.02520476,GALAXY,STARBURST,1237648705126596638
28.98651,21.60956,64.21716,5.217939,8.033624,170.2723,44.73399,-16.58955,-6.03783,1,14.31,14.174,10.729,0.05367541,GALAXY,STARFORMING,1237648704589725849
24.93988,21.44053,130.9227,9.253461,32.95193,134.4495,21.74544,-8.017224,-7.536753,176.4261,13.42,13.183,9.997,0.08280656,GALAXY,AGN,1237648704589725838
34.97634,29.42912,111.8162,18.8532,205.1483,143.9406,36.62354,-10.3035,-7.894548,117.3336,14.459,13.714,10.366,0.1349735,GALAXY,AGN,1237648721244913964
26.029,17.69027,99.65861,8.740332,72.82784,221.5078,56.64494,-21.62461,-10.30622,108.922,14.492,14.053,11.188,0.1241647,GALAXY,STARFORMING,1237648705663402170
21.69393,15.84186,28.84816,4.527641,15.5932,106.1337,26.93777,-22.51597,-5.302833,68.00401,15.27,14.895,11.391,0.1425822,GALAXY,STARFORMING,1237674604289392935
49.53789,35.777,31.32175,7.622422,103.7419,209.97,71.10345,-22.81863,-3.471592,46.44095,14.824,14.54,11.476,0.025559,GALAXY,STARFORMING,1237674603752587454
39.71724,31.03183,107.4735,11.38183,32.38651,251.8875,57.54207,-21.37272,-10.15389,57.60009,14.287,14.075,10.495,0.1143371,GALAXY,STARFORMING,1237674603752587551
40.57329,27.23923,38.56209,8.303633,73.37278,192.6969,58.66657,-33.51608,-5.390134,76.44169,15.46,15.158,12.34,0.1240598,GALAXY,STARFORMING,1237648705663467679
28.25225,16.87689,73.03281,6.692489,10.15475,199.0878,44.93481,-14.92143,-5.298985,86.77338,13.968,13.606,10.247,0.136583,GALAXY,STARFORMING,1237648704589922575
43.87885,34.21239,175.7918,12.79427,55.36246,220.1019,34.61055,-21.61223,-16.58434,152.3559,14.059,13.596,10.157,0.1468125,GALAXY,,1237674604289523845
265.6563,200.0159,690.8226,37.06704,113.1897,1504.705,317.2755,-20.04074,-9.029984,117.6122,11.711,11.618,8.269,0.02542609,GALAXY,STARFORMING,1237648705663664205
41.38325,30.72726,37.11925,4.05255,32.84989,155.6558,48.34509,-17.99024,-4.216711,34.85347,14.932,14.877,12.098,0.02546901,GALAXY,STARFORMING,1237674604289589426
34.67401,27.67372,18.74262,6.299538,152.1265,202.8081,67.00941,-31.58177,-3.077494,33.1865,15.796,15.803,12.487,0.02554381,GALAXY,STARFORMING,1237648705663598730
31.97016,20.86768,88.14687,9.23477,40.79815,170.269,27.85722,-19.60009,-8.31297,162.9305,14.157,13.707,10.347,0.1774624,GALAXY,STARFORMING,1237674604289524004
54.61844,44.49099,158.6923,9.630824,21.25919,344.6906,76.97637,-34.04844,-16.59991,117.9216,14.677,14.269,10.625,0.1057341,GALAXY,STARFORMING,1237648705126924446
65.89383,53.82298,165.9742,17.17447,41.95171,212.8413,39.11056,-6.577834,-4.784259,176.4,12.381,12.276,8.823,0.05305798,GALAXY,STARFORMING,1237648721245175992
44.68927,31.90816,58.22359,6.678113,29.79,214.4439,62.54863,-34.13995,-9.152201,43.24443,14.918,14.568,11.011,0.05294834,GALAXY,STARFORMING,1237648704589988044
30.42332,22.74848,55.86193,7.909946,18.94481,169.0419,54.71894,-25.54938,-8.666508,47.31565,,,,0.02489296,GALAXY,STARFORMING,1237674604289720420
114.9156,86.76881,140.8211,22.39284,220.5194,625.0406,183.7102,-46.23005,-10.54805,55.46467,14.793,14.639,10.995,0.07854612,GALAXY,STARBURST,1237674604289720511
11.87248,10.48728,37.84148,6.271883,9.923009,84.75426,19.38966,-4.690421,-2.104106,14.66924,13.768,13.668,10.829,0.05477605,GALAXY,STARFORMING,1237648705126924499
69.12527,50.15355,119.7431,11.48018,21.39846,334.5821,84.3334,-41.69569,-14.88559,70.41014,14.938,14.806,11.102,0.05404774,GALAXY,STARFORMING,1237648704590119085
120.3019,92.06853,268.5881,14.60395,164.3241,685.1583,170.6689,-59.04955,-24.61202,98.82135,14.206,13.778,9.732,0.125568,GALAXY,STARBURST,1237674603753636005
35.62823,22.96544,33.86012,7.649313,24.14375,129.3206,41.03325,-20.7284,-5.67522,47.42021,15.321,15.07,11.395,0.08520022,GALAXY,STARFORMING,1237674604290638055
48.52615,35.18988,85.63159,8.071733,19.94715,232.9333,53.46254,-14.72771,-6.012263,58.77482,13.55,13.435,9.723,0.03637756,GALAXY,STARFORMING,1237674604290572568
95.4966,70.0016,71.67784,19.85966,808.0936,780.7725,257.1015,-126.3607,-12.61942,44.02732,16.012,15.768,11.885,0.05036044,GALAXY,STARBURST,1237648720708960560
54.44625,40.09158,42.10092,9.98875,118.4976,285.7945,74.22596,-37.05175,-5.010853,37.12335,15.492,15.221,12.884,0.05174404,GALAXY,STARFORMING,1237648720709091692
49.18847,36.80723,71.18771,7.181295,26.18167,234.0449,60.103,-23.76731,-7.139702,69.57123,14.348,14.161,10.511,0.05139021,GALAXY,STARFORMING,1237648704053903529
69.69332,41.64513,67.89439,8.051628,585.7164,573.8182,186.8753,-140.6857,-18.16618,55.6953,16.211,15.725,11.989,0.12058,GALAXY,STARBURST,1237648721245962517
42.51814,31.07178,55.38836,6.434708,26.93711,196.1462,50.82537,-22.13224,-6.206356,54.83402,14.518,14.244,10.783,0.04859077,GALAXY,STARFORMING,1237674603216765350
82.35573,61.23774,204.3683,11.17568,36.47689,548.5074,140.8886,-55.49077,-21.02482,76.119,14.673,14.331,10.375,0.08219588,GALAXY,STARBURST,1237648720708960435
73.37018,57.13161,132.9628,13.22898,30.47726,415.6414,92.21088,-16.32172,-5.225599,92.30947,13.245,13.106,9.359,0.05151656,GALAXY,STARFORMING,1237674604290441495
79.83332,64.10452,220.7014,17.47501,29.50303,513.8992,78.19882,-30.04019,-12.63879,97.98582,13.492,13.062,9.081,0.1254902,GALAXY,STARFORMING,1237648721245831416
40.08904,45.49358,156.9033,22.14036,16.38979,335.7639,62.73312,-25.18969,-11.64685,178.4516,13.762,13.285,9.522,0.1688703,GALAXY,STARFORMING,1237674604290441593
26.08498,10.48311,40.12758,8.284183,35.07105,39.99913,10.09624,-3.296228,-3.172932,84.49477,13.839,13.545,11.479,0.1369607,GALAXY,,1237648703516639541
59.66738,53.64222,167.9246,17.99977,226.363,281.5372,76.42705,-20.54541,-11.95321,95.42986,14.381,14.098,10.726,0.07824092,GALAXY,AGN,1237648704053706887
115.4815,80.06442,262.5667,22.29033,49.23577,604.7007,124.9173,-21.40129,-9.331478,138.2367,13.067,12.809,8.966,0.07702442,GALAXY,STARFORMING,1237674603753570524
91.26497,56.7816,125.2358,12.40519,107.888,482.2117,133.4365,-89.77793,-23.79493,69.09046,15.817,15.239,11.195,0.1481845,GALAXY,,1237674603216634184
24.03415,18.24084,53.92677,5.885233,7.791608,174.8436,35.36496,-30.70394,-7.299787,19.63518,14.477,14.089,10.259,0.1222172,GALAXY,STARFORMING,1237648703516508324
11.74332,8.169023,30.82959,8.850264,9.562157,56.03277,8.593993,-4.837433,-2.910161,36.84327,13.429,13.208,10.479,0.03838747,GALAXY,,1237674603216699672
59.26783,46.29789,156.0799,19.19413,35.32458,94.13327,24.56677,-3.940035,-5.665442,204.389,13.304,13.177,11.637,0.1181679,GALAXY,,1237648703516508346
54.93001,42.29745,68.86294,9.1254,44.62853,264.6764,72.53957,-42.78613,-10.55815,64.20045,15.421,15.014,11.415,0.0866082,GALAXY,STARBURST,1237674603753439484
24.14926,17.93259,37.77449,6.901417,12.1525,118.0609,28.7646,-20.02753,-6.659572,88.29015,14.992,14.611,11.217,0.1263568,GALAXY,STARFORMING,1237674603753439597
21.7497,18.9077,46.16798,7.693756,7.399955,137.579,30.04314,-15.01677,-5.300179,75.575,14.439,14.147,10.708,0.1248756,GALAXY,,1237674603753439429
83.91825,54.20118,165.5133,11.89825,51.54723,476.509,86.2937,-24.79856,-8.649091,82.89817,12.925,12.775,8.723,0.05349509,GALAXY,STARFORMING,1237674603753308588
408.6267,325.5916,972.436,64.72346,144.1817,2124.589,394.2098,-59.4243,-26.96824,113.1471,12.313,12.174,8.303,0.03847015,GALAXY,STARBURST,1237674603753373736
462.582,351.1208,1235.452,58.99697,513.9229,2784.31,840.8124,-45.55325,-20.29202,71.14442,12.683,12.56,8.717,0.0257723,GALAXY,STARBURST,1237648720171565108
50.18314,35.43871,125.0584,11.27105,19.44496,230.3793,53.71108,-14.61639,-7.820676,200.7941,13.999,13.66,10.644,0.1597755,GALAXY,STARFORMING,1237648703516442936
60.96076,44.56987,126.1102,7.34625,21.52324,356.1906,92.46484,-47.31853,-15.95776,54.21608,15.007,14.543,10.703,0.1194429,GALAXY,STARBURST,1237648703516442874
0,0,94.11348,9.918131,13.49801,140.7445,31.97963,-12.47893,-8.328866,231.8142,14.291,14.188,11.153,0.1160944,GALAXY,STARFORMING,1237648720171630656
75.78407,60.32566,197.349,18.05023,52.43065,303.0427,64.47495,-12.2493,-7.80312,141.8551,13.523,13.352,10.362,0.0702733,GALAXY,STARFORMING,1237674602679697668
39.55591,31.77848,155.5262,7.768341,15.53762,241.8282,37.51411,-22.48197,-14.45617,155.3113,14.062,13.665,9.745,0.1439158,GALAXY,STARFORMING,1237674603753373872
36.76618,25.12069,94.20682,10.04413,14.80293,206.9749,42.49318,-7.620671,-3.456196,72.63795,,,,0.05383033,GALAXY,STARFORMING,1237674602679632087
104.5885,69.97793,85.87338,18.24669,163.8216,427.1661,127.7437,-43.29836,-9.237544,53.0182,15.029,14.714,11.307,0.05441646,GALAXY,STARBURST,1237648703516311876
36.58758,21.41876,30.36109,6.922797,79.12997,153.9123,52.23727,-23.82548,-4.649806,44.40172,15.444,15.154,11.898,0.0539621,GALAXY,STARFORMING,1237674602679632024
31.60314,22.01954,68.0909,0,7.736828,188.2223,50.69222,-21.32178,-7.662222,41.93806,14.479,14.2,10.65,0.07015833,GALAXY,STARFORMING,1237648703516377252
131.6278,95.13908,259.9904,21.45146,101.9613,829.0847,225.396,-48.16563,-15.20865,40.86475,13.698,13.402,9.331,0.05370839,GALAXY,STARBURST,1237674602679632071
508.2603,371.993,758.9285,53.33389,973.067,3602.682,956.1245,-116.6561,-24.56095,52.0356,13.127,12.848,8.849,0.02600801,GALAXY,STARBURST,1237648703516311675
170.921,117.869,176.3737,25.72711,169.8783,732.1786,199.2732,-30.74463,-7.308115,51.21251,13.456,13.313,9.639,0.02607814,GALAXY,STARFORMING,1237648703516377183
66.44839,48.88287,173.0684,13.63524,14.56493,415.5023,80.11904,-40.64908,-16.09232,231.6798,14.284,13.848,9.657,0.1284233,GALAXY,STARBURST,1237648704053313709
41.25514,28.48015,98.50846,8.959139,10.47264,289.0816,62.17218,-27.80999,-9.029488,87.12631,14.551,14.149,10.246,0.140293,GALAXY,STARFORMING,1237674603216437509
39.39068,31.53935,96.66867,12.7717,74.06136,159.5707,34.6209,-14.52525,-8.779467,102.8034,14.059,13.718,10.492,0.07704814,GALAXY,STARFORMING,1237648720171434208
83.7145,62.23312,201.5906,22.90009,32.0589,455.7794,57.80517,-11.4764,-5.132027,84.28928,11.245,11.007,6.828,0.02559116,GALAXY,STARFORMING,1237648703516311814
45.88809,32.23204,98.3652,7.369214,20.70235,261.6111,57.51237,-30.13577,-11.41209,66.12333,14.56,14.158,10.517,0.09724721,GALAXY,STARFORMING,1237674603216371873
82.53609,63.21032,70.60192,15.0485,422.7993,586.9685,179.888,-111.731,-13.98538,54.04148,15.769,15.304,11.611,0.09618083,GALAXY,STARBURST,1237648704053248176
126.3504,96.73954,314.9309,20.66089,71.56497,827.6835,195.5263,-36.99522,-13.87853,127.5391,13.297,12.79,8.839,0.1292993,GALAXY,STARFORMING,1237648721245241544
42.74337,35.08371,66.66898,8.333059,52.45289,248.5453,64.67085,-35.66957,-9.548986,64.93611,15.3,14.944,11.087,0.08063412,GALAXY,STARBURST,1237648721245241488
70.04214,48.25459,57.84538,12.61768,66.84814,296.1564,67.80615,-42.07051,-8.230861,42.12296,14.745,14.56,10.907,0.05473021,GALAXY,STARBURST,1237648704053051481
123.459,94.34952,373.9598,29.93369,108.3778,881.7608,208.5189,-30.70283,-12.75449,109.2586,13.452,13.152,9.249,0.0934539,GALAXY,STARFORMING,1237648705663729965
83.45983,45.93995,198.5228,20.22651,59.53085,134.8578,38.15635,-2.019918,-2.755745,180.0259,11.844,11.879,9.447,0.05291578,GALAXY,AGN,1237648705126793501
41.18232,30.61889,93.613,8.753767,39.8551,205.7431,44.82448,-20.45455,-9.851196,90.61337,14.085,13.696,10.154,0.1293532,GALAXY,STARFORMING,1237648704590119028
131.9075,87.56077,202.2879,13.29343,38.30597,608.3222,154.8465,-24.71143,-8.04937,45.7051,13.454,13.27,9.537,0.0463385,GALAXY,STARFORMING,1237651752414216350
180.9975,135.1623,255.5236,35.60215,351.2427,939.0879,288.0829,-32.41137,-8.944893,52.21297,13.82,13.704,9.817,0.05282557,GALAXY,STARFORMING,1237648705663860819
39.58268,25.01195,29.16059,6.267384,139.0366,220.9404,69.12772,-52.71386,-7.259548,43.77668,15.607,15.422,12.417,0.05280297,GALAXY,STARBURST,1237648705663860854
64.21407,46.8,149.875,15.03472,21.98468,419.9017,80.52187,-32.42323,-11.48889,126.8825,13.504,13.051,8.938,0.1469609,GALAXY,,1237651752414150700
32.03344,20.74664,47.79824,14.23259,34.6795,56.69342,10.34371,-5.241275,-4.208816,166.9179,14.291,13.866,11.877,0.1400367,GALAXY,,1237674603753177348
37.30104,25.87326,76.41021,15.26281,14.69013,228.9357,35.65549,-29.98577,-9.468872,82.25423,14.281,13.722,9.83,0.1797987,GALAXY,STARFORMING,1237674603753177247
25.76704,16.45551,73.38413,10.76274,29.94871,67.03358,13.99964,-6.860864,-6.983699,77.54101,13.929,13.711,10.795,0.1231979,GALAXY,,1237648704590184649
113.3885,80.09268,190.4057,13.1107,53.56982,589.2479,152.6305,-48.78315,-16.01543,67.72124,14.422,14.171,10.235,0.05310914,GALAXY,STARBURST,1237648705663992052
51.47602,35.96843,74.2794,7.603267,20.90342,221.705,48.04692,-26.94782,-8.90181,53.27747,14.196,13.967,10.453,0.05358519,GALAXY,STARFORMING,1237648705663926418
390.185,340.3087,965.9279,98.91763,2137.188,949.9895,253.78,-27.54246,-27.14191,137.8194,13.07,12.627,9.423,0.05287682,GALAXY,AGN,1237648705663860969
353.0678,275.2151,679.9447,58.63363,757.8856,2262.191,657.9933,-73.05269,-22.04837,101.3904,13.707,13.377,9.521,0.05435113,GALAXY,STARBURST,1237648721782374407
29.88674,22.25122,19.77048,8.418249,58.05682,91.00742,28.6412,-5.042126,-0.7068211,64.74712,14.275,14.158,12.164,0.03872132,GALAXY,STARFORMING,1237674604290113817
47.20214,33.6036,122.0791,10.86894,26.98352,188.3426,29.93859,-8.50075,-5.239603,227.8333,12.919,12.767,9.339,0.07705802,GALAXY,,1237648721782440107
249.8503,216.2206,982.3893,41.18183,148.1902,1836.247,376.9085,-58.45654,-31.06849,114.459,12.94,12.568,8.585,0.04741336,GALAXY,STARBURST,1237648721245503520
28.53439,24.21221,40.06947,9.726531,23.98856,115.9177,16.75458,-8.682043,-3.070178,79.41494,14.505,14.345,10.698,0.05326514,GALAXY,STARFORMING,1237674604290244865
41.47104,31.15503,39.50785,6.589286,51.6196,198.4661,56.74946,-37.5266,-7.022421,39.44212,15.394,15.037,11.885,0.0525437,GALAXY,STARBURST,1237648704590512399
26.47281,19.79597,102.072,11.23554,147.6438,81.59249,25.2775,-6.160006,-7.68551,98.94376,13.82,13.47,10.548,0.1423368,GALAXY,AGN,1237648721245569219
59.96539,58.64187,239.5987,21.03368,143.964,235.458,53.40653,-10.37913,-10.28744,85.12025,13.21,13.128,10.145,0.05245277,GALAXY,AGN,1237648705127448778
63.34628,40.96873,130.3752,16.94569,38.74619,151.8571,30.98422,-5.16797,-4.209429,96.81919,12.941,12.888,10.495,0.02569302,GALAXY,,1237648705127448802
28.66713,21.37043,46.24515,6.587114,9.203203,138.5909,34.21021,-19.07787,-5.95363,1,14.64,14.51,10.807,0.05287728,GALAXY,STARFORMING,1237648704590643354
38.34206,32.09962,143.8841,16.37089,18.13101,337.3313,66.38377,-11.15464,-4.659296,119.4717,12.523,12.461,9.149,0.0514957,GALAXY,STARFORMING,1237648721245765887
38.12064,30.06513,80.06003,11.72517,22.6734,191.3067,47.02419,-21.64058,-9.510069,101.3653,14.201,13.895,10.266,0.1340321,GALAXY,STARFORMING,1237648704590577882
69.19725,46.89055,162.0329,13.99922,63.68297,418.7105,91.18868,-42.9907,-16.32439,113.0391,13.952,13.623,9.631,0.1232416,GALAXY,STARBURST,1237648704590577859
70.00658,49.94112,137.2878,9.43313,26.56464,391.5123,95.40955,-40.16228,-14.38426,83.44878,14.556,14.302,10.361,0.08408771,GALAXY,STARBURST,1237648705664319682
59.00088,42.72286,101.2799,10.74271,30.43687,297.2267,67.81509,-37.2058,-12.76045,58.58508,14.599,14.417,10.636,0.06935921,GALAXY,STARFORMING,1237648705664123131
60.24541,47.95783,32.92305,15.44222,223.301,366.66,101.5134,-42.28751,-4.2358,39.85618,15.224,14.979,12.138,0.05050797,GALAXY,STARBURST,1237648722319507655
118.6123,86.05883,132.1831,17.43836,127.9544,523.8876,157.3905,-45.36113,-11.26686,54.2561,14.435,14.2,10.674,0.05037266,GALAXY,STARBURST,1237648722319507697
80.92958,50.1298,223.5382,15.96264,21.89148,699.2551,149.9513,-29.78542,-9.423628,46.06599,13.139,12.953,8.926,0.05316988,GALAXY,STARFORMING,1237648704590774409
26.65743,19.21448,52.41402,6.755861,10.8793,128.5954,30.84046,-12.72509,-4.563366,114.2156,14.178,14.019,10.895,0.0539526,GALAXY,STARFORMING,1237648705127579858
57.70506,47.24763,150.98,13.77241,17.56294,364.8989,82.0507,-24.6991,-10.32745,126.6227,13.742,13.439,10.491,0.1250686,GALAXY,STARFORMING,1237648705127579743
61.26256,50.36422,114.0123,9.164416,39.54689,300.2903,73.24355,-28.80201,-10.95108,68.2666,14.505,14.233,10.554,0.05265518,GALAXY,STARFORMING,1237648705127645407
149.9837,108.0188,248.229,19.32721,197.3963,929.5563,243.5305,-61.40107,-16.47929,50.45423,14.529,14.293,10.299,0.05299084,GALAXY,STARBURST,1237648705127645266
50.39251,29.14611,69.4202,7.397419,18.67492,209.7189,60.33515,-22.80997,-7.62452,14.11349,14.651,14.474,10.768,0.05325856,GALAXY,STARFORMING,1237648704590774377
32.66623,21.12298,62.6773,5.848024,8.680571,182.2944,39.91331,-19.79566,-6.884694,42.15723,14.217,14.083,10.369,0.05341653,GALAXY,STARFORMING,1237648721782702400
44.31686,31.22125,25.69208,5.734688,77.91689,175.5975,56.56354,-37.37687,-5.723348,46.98423,15.903,15.899,12.189,0.0260978,GALAXY,STARFORMING,1237651752414871760
208.2388,160.7744,762.0455,35.9798,126.405,1900.594,407.7772,-60.86585,-24.60892,84.01231,12.339,12.175,7.826,0.02594488,GALAXY,STARBURST,1237648705664450617
74.55605,52.61851,114.6581,12.48894,37.83555,341.7646,102.4124,-24.70859,-7.628657,64.97697,13.992,13.843,9.934,0.05289132,GALAXY,STARFORMING,1237648722319573168
68.50547,51.93039,179.1007,9.516688,21.44329,472.5194,103.9799,-44.97014,-16.44012,53.76221,14.24,13.841,10.097,0.1218743,GALAXY,STARBURST,1237648705127579887
110.4549,85.09869,106.7434,17.48593,194.1514,566.0535,160.6511,-44.91274,-8.627288,42.84296,14.723,14.536,11.299,0.02545066,GALAXY,STARBURST,1237648722319638726
60.2423,37.62412,107.6097,16.49149,25.77645,328.9323,68.14647,-24.1827,-7.982658,88.88031,13.817,13.545,9.485,0.09695716,GALAXY,STARFORMING,1237648704590840094
127.9579,92.31284,253.7443,21.05414,56.24696,760.8449,175.3603,-59.83283,-19.93,62.94894,14.472,14.073,9.787,0.08407986,GALAXY,STARBURST,1237648704590840127
88.51178,61.91172,101.1246,11.17217,106.8225,466.5556,112.8022,-48.21627,-10.19917,53.13068,14.406,14.229,10.453,0.05346759,GALAXY,STARBURST,1237648705127645437
43.73292,32.35436,29.02658,8.99103,115.9517,206.6053,54.362,-35.60849,-4.813614,47.7467,15.383,15.161,11.786,0.06002207,GALAXY,STARFORMING,1237648704590840110
69.35139,49.75705,203.2648,12.00429,31.4585,449.9096,99.85888,-25.57867,-11.86364,127.6841,13.513,13.312,9.513,0.08451605,GALAXY,STARFORMING,1237648704054493316
190.211,140.8629,117.1861,42.05842,1661.427,1671.735,512.8215,-176.7729,-12.8642,36.94249,15.019,14.835,11.027,0.03182963,GALAXY,STARBURST,1237648704054427694
48.01573,41.59921,162.4266,9.391714,11.90849,327.166,65.85659,-30.21349,-14.63688,221.3427,14.281,13.866,9.777,0.1269785,GALAXY,STARFORMING,1237648703517360331
53.03404,43.70227,31.36437,14.4702,2434.502,1330.651,457.5898,-572.2219,-11.74057,58.45695,17.371,17.137,12.363,0.1058703,GALAXY,STARBURST,1237648703517425772
