logz logzerr logvol nlive logl logwt insert_order
-1.827956505027460307e+07 4.302497864375007921e+05 -3.150000000000002243e-01 4.000000000000000000e+02 -1.547808571984590031e+07 -1.547809202756018750e+07 9.599999999999999645e-01
-1.547809202756018750e+07 1.213073544630589196e+06 -3.175000000000002265e-01 4.000000000000000000e+02 -1.339438052381162904e+07 -1.339438683402591571e+07 1.705000000000000071e+00
-1.339438683402591571e+07 1.820598171774303308e+06 -3.200000000000002287e-01 4.000000000000000000e+02 -1.229992825804883428e+07 -1.229993457076312043e+07 5.799999999999999600e-01
-1.229993457076312043e+07 1.638068134109055391e+06 -3.225000000000002309e-01 4.000000000000000000e+02 -1.204274868810554035e+07 -1.204275500331982784e+07 6.300000000000000044e-01
-1.204275500331982784e+07 9.584531725403292512e+04 -3.250000000000002331e-01 4.000000000000000000e+02 -1.172579166586500406e+07 -1.172579798357929103e+07 7.600000000000000089e-01
-1.172579798357929103e+07 1.562617157745669829e+05 -3.275000000000002354e-01 4.000000000000000000e+02 -9.048882318361178041e+06 -9.048888638575464487e+06 1.749999999999999889e-01
-9.048888638575464487e+06 1.417040571958092973e+06 -3.300000000000002376e-01 4.000000000000000000e+02 -8.386527689762856811e+06 -8.386534012477143668e+06 1.824999999999999956e+00
-8.386534012477143668e+06 1.202768182712964714e+06 -3.325000000000002398e-01 4.000000000000000000e+02 -7.254271292651724070e+06 -7.254277617866010405e+06 1.114999999999999991e+00
-7.254277617866010405e+06 1.253910974117368693e+06 -3.350000000000002420e-01 4.000000000000000000e+02 -7.160858602331990376e+06 -7.160864930046277121e+06 8.399999999999999689e-01
-7.160864930046277121e+06 6.376667100193090737e+05 -3.375000000000002442e-01 4.000000000000000000e+02 -6.893197629160962999e+06 -6.893203959375250153e+06 1.770000000000000018e+00
-6.893203959375250153e+06 7.152000807786410442e+05 -3.400000000000002465e-01 4.000000000000000000e+02 -6.037187724577817135e+06 -6.037194057292103767e+06 5.600000000000000533e-01
-6.037194057292103767e+06 8.635746895031831227e+05 -3.425000000000002487e-01 4.000000000000000000e+02 -5.891126949327251874e+06 -5.891133284541538917e+06 1.975000000000000089e+00
-5.891133284541538917e+06 3.495846973241190426e+05 -3.450000000000002509e-01 4.000000000000000000e+02 -5.767829042147981934e+06 -5.767835379862268455e+06 1.979999999999999982e+00
-5.767835379862268455e+06 6.164892313492906396e+04 -3.475000000000002531e-01 4.000000000000000000e+02 -5.354116293286891654e+06 -5.354122633501178585e+06 9.849999999999999867e-01
-5.354122633501178585e+06 2.310899942396824481e+05 -3.500000000000002554e-01 4.000000000000000000e+02 -4.990193122483890504e+06 -4.990199465198176913e+06 7.499999999999999722e-02
-4.990199465198176913e+06 3.160574141407145071e+05 -3.525000000000002576e-01 4.000000000000000000e+02 -4.889945408281037584e+06 -4.889951753495324403e+06 1.719999999999999973e+00
-4.889951753495324403e+06 2.594779277968005335e+05 -3.550000000000002598e-01 4.000000000000000000e+02 -3.084338067929325160e+06 -3.084344415643611923e+06 1.814999999999999947e+00
-3.084344415643611923e+06 9.379580895715963561e+05 -3.575000000000002620e-01 4.000000000000000000e+02 -2.683019498879078310e+06 -2.683025849093365017e+06 5.400000000000000355e-01
-2.683025849093365017e+06 1.074703930441233795e+06 -3.600000000000002642e-01 4.000000000000000000e+02 -2.479868846713023726e+06 -2.479875199427310377e+06 1.215000000000000080e+00
-2.479875199427310377e+06 7.570987681888484803e+04 -3.625000000000002665e-01 4.000000000000000000e+02 -2.238703871341155842e+06 -2.238710226555442438e+06 1.709999999999999964e+00
-2.238710226555442438e+06 1.438442580795644899e+05 -3.650000000000002687e-01 4.000000000000000000e+02 -2.224573202699221671e+06 -2.224579560413508210e+06 1.870000000000000107e+00
-2.224579560413508210e+06 7.031287878896112670e+04 -3.675000000000002709e-01 4.000000000000000000e+02 -2.131475064556555357e+06 -2.131481424770841841e+06 5.799999999999999600e-01
-2.131481424770841841e+06 3.743920114820709568e+04 -3.700000000000002731e-01 4.000000000000000000e+02 -2.099485678405432962e+06 -2.099492041119719855e+06 9.300000000000000488e-01
-2.099492041119719855e+06 3.493376447860470216e+04 -3.725000000000002753e-01 4.000000000000000000e+02 -2.075829041664035525e+06 -2.075835406878322130e+06 9.050000000000000266e-01
-2.075835406878322130e+06 4.083333350480836816e+04 -3.750000000000002776e-01 4.000000000000000000e+02 -2.045699143453747965e+06 -2.045705511168034747e+06 1.814999999999999947e+00
-2.045705511168034747e+06 1.738015326000508139e+04 -3.775000000000002798e-01 4.000000000000000000e+02 -1.822014757885508239e+06 -1.822021128099794965e+06 1.969999999999999973e+00
-1.822021128099794965e+06 1.102773072208130907e+05 -3.800000000000002820e-01 4.000000000000000000e+02 -1.817032105596933048e+06 -1.817038478311219718e+06 1.375000000000000000e+00
-1.817038478311219718e+06 9.878564019702756195e+04 -3.825000000000002842e-01 4.000000000000000000e+02 -1.741664784426150378e+06 -1.741671159640436992e+06 6.250000000000000000e-01
-1.741671159640436992e+06 1.021300540868419776e+05 -3.850000000000002864e-01 4.000000000000000000e+02 -1.634080647512556985e+06 -1.634087025226843776e+06 1.254999999999999893e+00
-1.634087025226843776e+06 7.901359580308159639e+04 -3.875000000000002887e-01 4.000000000000000000e+02 -1.573885381220075535e+06 -1.573891761434362270e+06 1.235000000000000098e+00
-1.573891761434362270e+06 6.771757615855375479e+04 -3.900000000000002909e-01 4.000000000000000000e+02 -1.556973290640364168e+06 -1.556979673354650848e+06 1.955000000000000071e+00
-1.556979673354650848e+06 2.042057189230710355e+04 -3.925000000000002931e-01 4.000000000000000000e+02 -1.553165099745266140e+06 -1.553171484959552763e+06 7.650000000000000133e-01
