logz logzerr logvol nlive logl logwt insert_order
-3.869346367143955547e+06 5.895446049119450618e+04 -3.175000000000002265e-01 4.000000000000000000e+02 -3.846792105585697573e+06 -3.846798415799984243e+06 3.500000000000000333e-02
-3.846798415799984243e+06 9.763702698403929389e+03 -3.200000000000002287e-01 4.000000000000000000e+02 -3.617097901978529058e+06 -3.617104214692815673e+06 6.550000000000000266e-01
-3.617104214692815673e+06 9.946017505126394099e+04 -3.225000000000002309e-01 4.000000000000000000e+02 -3.241824983604060020e+06 -3.241831298818346579e+06 5.649999999999999467e-01
-3.241831298818346579e+06 2.385406808706336597e+05 -3.250000000000002331e-01 4.000000000000000000e+02 -3.024494955196903087e+06 -3.024501272911189590e+06 6.500000000000000222e-01
-3.024501272911189590e+06 2.566052411404441809e+05 -3.275000000000002354e-01 4.000000000000000000e+02 -3.004944095745141152e+06 -3.004950415959428065e+06 5.999999999999999778e-02
-3.004950415959428065e+06 2.260982033335570595e+05 -3.300000000000002376e-01 4.000000000000000000e+02 -2.802646300536566880e+06 -2.802652623250853736e+06 1.510000000000000009e+00
-2.802652623250853736e+06 2.275486074220019509e+05 -3.325000000000002398e-01 4.000000000000000000e+02 -2.716038314915419091e+06 -2.716044640129705891e+06 1.090000000000000080e+00
-2.716044640129705891e+06 3.750191865960881114e+04 -3.350000000000002420e-01 4.000000000000000000e+02 -2.661920569233974442e+06 -2.661926896948261186e+06 8.999999999999999667e-02
-2.661926896948261186e+06 4.132785864025764749e+04 -3.375000000000002442e-01 4.000000000000000000e+02 -2.587752443842166569e+06 -2.587758774056453258e+06 1.334999999999999964e+00
-2.587758774056453258e+06 6.488569857583672274e+04 -3.400000000000002465e-01 4.000000000000000000e+02 -2.392880181877065916e+06 -2.392886514591352548e+06 1.739999999999999991e+00
-2.392886514591352548e+06 1.273883549763607589e+05 -3.425000000000002487e-01 4.000000000000000000e+02 -2.277545723812514450e+06 -2.277552059026801027e+06 1.114999999999999991e+00
-2.277552059026801027e+06 1.601741619581346167e+05 -3.450000000000002509e-01 4.000000000000000000e+02 -1.763466674536744598e+06 -1.763473012251031352e+06 4.650000000000000244e-01
-1.763473012251031352e+06 3.490032500105496729e+05 -3.475000000000002531e-01 4.000000000000000000e+02 -1.758632347550478764e+06 -1.758638687764765462e+06 1.735000000000000098e+00
-1.758638687764765462e+06 1.923185713592104148e+05 -3.500000000000002554e-01 4.000000000000000000e+02 -1.672770955807413207e+06 -1.672777298521699850e+06 1.810000000000000053e+00
-1.672777298521699850e+06 3.859162628334454348e+04 -3.525000000000002576e-01 4.000000000000000000e+02 -1.649223532589850714e+06 -1.649229877804137301e+06 4.600000000000000200e-01
-1.649229877804137301e+06 4.171657347976673918e+04 -3.550000000000002598e-01 4.000000000000000000e+02 -1.484216056996739702e+06 -1.484222404711026466e+06 1.000000000000000000e+00
-1.484222404711026466e+06 7.505439130463961919e+04 -3.575000000000002620e-01 4.000000000000000000e+02 -1.345692483844313072e+06 -1.345698834058599779e+06 9.549999999999999600e-01
-1.345698834058599779e+06 9.371116446103826456e+04 -3.600000000000002642e-01 4.000000000000000000e+02 -1.213249009276889265e+06 -1.213255361991175916e+06 4.249999999999999889e-01
-1.213255361991175916e+06 1.031515580609007447e+05 -3.625000000000002665e-01 4.000000000000000000e+02 -1.151872539675027598e+06 -1.151878894889314193e+06 1.889999999999999902e+00
-1.151878894889314193e+06 9.885847721397546411e+04 -3.650000000000002687e-01 4.000000000000000000e+02 -1.010001360551400343e+06 -1.010007718265686999e+06 4.949999999999999956e-01
-1.010007718265686999e+06 8.370361264495528303e+04 -3.675000000000002709e-01 4.000000000000000000e+02 -8.691438679351184983e+05 -8.691502281494052149e+05 8.499999999999999778e-01
-8.691502281494052149e+05 1.186983338611078507e+05 -3.700000000000002731e-01 4.000000000000000000e+02 -8.633838770527500892e+05 -8.633902397670367500e+05 5.050000000000000044e-01
